,Summary
7065,Foggy
7066,Foggy
7067,Foggy
7068,Foggy
7069,Foggy
7070,Foggy
7071,Foggy
7072,Foggy
7073,Foggy
7074,Foggy
7075,Foggy
7076,Foggy
7077,Foggy
7078,Foggy
7079,Foggy
7080,Foggy
7081,Foggy
7082,Foggy
7083,Foggy
7084,Foggy
7085,Foggy
7086,Foggy
7087,Foggy
7088,Foggy
7089,Foggy
7090,Foggy
7091,Foggy
7092,Foggy
7093,Foggy
7094,Foggy
7095,Foggy
7096,Overcast
7097,Overcast
7098,Overcast
7099,Overcast
7100,Overcast
7101,Foggy
7102,Foggy
7103,Mostly Cloudy
7104,Partly Cloudy
7105,Mostly Cloudy
7106,Mostly Cloudy
7107,Mostly Cloudy
7108,Partly Cloudy
7109,Partly Cloudy
7110,Partly Cloudy
7111,Partly Cloudy
7112,Partly Cloudy
7113,Partly Cloudy
7114,Partly Cloudy
7115,Partly Cloudy
7116,Mostly Cloudy
7117,Overcast
7118,Overcast
7119,Mostly Cloudy
7120,Partly Cloudy
7121,Clear
7122,Clear
7123,Clear
7124,Clear
7125,Clear
7126,Partly Cloudy
7127,Foggy
7128,Overcast
7129,Foggy
7130,Foggy
7131,Foggy
7132,Foggy
7133,Foggy
7134,Foggy
7135,Foggy
7136,Foggy
7137,Mostly Cloudy
7138,Mostly Cloudy
7139,Overcast
7140,Overcast
7141,Overcast
7142,Mostly Cloudy
7143,Foggy
7144,Overcast
7145,Overcast
7146,Overcast
7147,Overcast
7148,Overcast
7149,Overcast
7150,Overcast
7151,Partly Cloudy
7152,Mostly Cloudy
7153,Partly Cloudy
7154,Partly Cloudy
7155,Partly Cloudy
7156,Clear
7157,Partly Cloudy
7158,Partly Cloudy
7159,Partly Cloudy
7160,Partly Cloudy
7161,Partly Cloudy
7162,Partly Cloudy
7163,Partly Cloudy
7164,Partly Cloudy
7165,Partly Cloudy
7166,Mostly Cloudy
7167,Mostly Cloudy
7168,Overcast
7169,Overcast
7170,Overcast
7171,Clear
7172,Overcast
7173,Foggy
7174,Overcast
7175,Overcast
7176,Mostly Cloudy
7177,Overcast
7178,Overcast
7179,Overcast
7180,Breezy
7181,Clear
7182,Clear
7183,Overcast
7184,Breezy and Overcast
7185,Overcast
7186,Breezy and Overcast
7187,Overcast
7188,Breezy and Overcast
7189,Overcast
7190,Mostly Cloudy
7191,Mostly Cloudy
7192,Overcast
7193,Overcast
7194,Overcast
7195,Overcast
7196,Overcast
7197,Breezy and Overcast
7198,Breezy and Overcast
7199,Breezy and Mostly Cloudy
7200,Breezy and Partly Cloudy
7201,Breezy and Mostly Cloudy
7202,Mostly Cloudy
7203,Breezy and Mostly Cloudy
7204,Breezy and Mostly Cloudy
7205,Breezy and Mostly Cloudy
7206,Breezy and Mostly Cloudy
7207,Mostly Cloudy
7208,Breezy and Overcast
7209,Overcast
7210,Overcast
7211,Overcast
7212,Overcast
7213,Overcast
7214,Mostly Cloudy
7215,Overcast
7216,Overcast
7217,Overcast
7218,Overcast
7219,Overcast
7220,Overcast
7221,Overcast
7222,Mostly Cloudy
7223,Mostly Cloudy
7224,Partly Cloudy
7225,Partly Cloudy
7226,Partly Cloudy
7227,Partly Cloudy
7228,Clear
7229,Clear
7230,Partly Cloudy
7231,Partly Cloudy
7232,Partly Cloudy
7233,Partly Cloudy
7234,Partly Cloudy
7235,Partly Cloudy
7236,Partly Cloudy
7237,Partly Cloudy
7238,Partly Cloudy
7239,Partly Cloudy
7240,Partly Cloudy
7241,Partly Cloudy
7242,Partly Cloudy
7243,Clear
7244,Partly Cloudy
7245,Clear
7246,Clear
7247,Clear
7248,Mostly Cloudy
7249,Foggy
7250,Foggy
7251,Foggy
7252,Foggy
7253,Foggy
7254,Foggy
7255,Foggy
7256,Clear
7257,Clear
7258,Clear
7259,Clear
7260,Clear
7261,Clear
7262,Clear
7263,Clear
7264,Clear
7265,Clear
7266,Clear
7267,Clear
7268,Mostly Cloudy
7269,Mostly Cloudy
7270,Mostly Cloudy
7271,Mostly Cloudy
7272,Clear
7273,Mostly Cloudy
7274,Partly Cloudy
7275,Partly Cloudy
7276,Clear
7277,Foggy
7278,Clear
7279,Clear
7280,Partly Cloudy
7281,Partly Cloudy
7282,Partly Cloudy
7283,Mostly Cloudy
7284,Mostly Cloudy
7285,Mostly Cloudy
7286,Mostly Cloudy
7287,Overcast
7288,Overcast
7289,Overcast
7290,Overcast
7291,Overcast
7292,Overcast
7293,Partly Cloudy
7294,Clear
7295,Clear
7296,Clear
7297,Partly Cloudy
7298,Clear
7299,Clear
7300,Clear
7301,Foggy
7302,Foggy
7303,Clear
7304,Clear
7305,Partly Cloudy
7306,Partly Cloudy
7307,Partly Cloudy
7308,Partly Cloudy
7309,Mostly Cloudy
7310,Mostly Cloudy
7311,Mostly Cloudy
7312,Mostly Cloudy
7313,Mostly Cloudy
7314,Mostly Cloudy
7315,Mostly Cloudy
7316,Mostly Cloudy
7317,Mostly Cloudy
7318,Partly Cloudy
7319,Clear
7320,Clear
7321,Clear
7322,Clear
7323,Clear
7324,Clear
7325,Clear
7326,Clear
7327,Clear
7328,Clear
7329,Mostly Cloudy
7330,Partly Cloudy
7331,Partly Cloudy
7332,Mostly Cloudy
7333,Partly Cloudy
7334,Partly Cloudy
7335,Partly Cloudy
7336,Partly Cloudy
7337,Partly Cloudy
7338,Partly Cloudy
7339,Partly Cloudy
7340,Partly Cloudy
7341,Clear
7342,Clear
7343,Clear
7344,Clear
7345,Partly Cloudy
7346,Clear
7347,Clear
7348,Clear
7349,Foggy
7350,Foggy
7351,Clear
7352,Clear
7353,Partly Cloudy
7354,Partly Cloudy
7355,Partly Cloudy
7356,Partly Cloudy
7357,Partly Cloudy
7358,Partly Cloudy
7359,Partly Cloudy
7360,Partly Cloudy
7361,Partly Cloudy
7362,Mostly Cloudy
7363,Mostly Cloudy
7364,Mostly Cloudy
7365,Partly Cloudy
7366,Partly Cloudy
7367,Partly Cloudy
7368,Partly Cloudy
7369,Mostly Cloudy
7370,Partly Cloudy
7371,Partly Cloudy
7372,Partly Cloudy
7373,Partly Cloudy
7374,Partly Cloudy
7375,Partly Cloudy
7376,Partly Cloudy
7377,Partly Cloudy
7378,Clear
7379,Partly Cloudy
7380,Clear
7381,Partly Cloudy
7382,Partly Cloudy
7383,Partly Cloudy
7384,Partly Cloudy
7385,Clear
7386,Partly Cloudy
7387,Partly Cloudy
7388,Clear
7389,Partly Cloudy
7390,Partly Cloudy
7391,Mostly Cloudy
7392,Mostly Cloudy
7393,Mostly Cloudy
7394,Mostly Cloudy
7395,Partly Cloudy
7396,Partly Cloudy
7397,Clear
7398,Clear
7399,Clear
7400,Mostly Cloudy
7401,Mostly Cloudy
7402,Mostly Cloudy
7403,Mostly Cloudy
7404,Mostly Cloudy
7405,Mostly Cloudy
7406,Partly Cloudy
7407,Partly Cloudy
7408,Partly Cloudy
7409,Partly Cloudy
7410,Partly Cloudy
7411,Partly Cloudy
7412,Partly Cloudy
7413,Mostly Cloudy
7414,Partly Cloudy
7415,Partly Cloudy
7416,Partly Cloudy
7417,Clear
7418,Partly Cloudy
7419,Partly Cloudy
7420,Partly Cloudy
7421,Foggy
7422,Foggy
7423,Foggy
7424,Partly Cloudy
7425,Mostly Cloudy
7426,Mostly Cloudy
7427,Partly Cloudy
7428,Partly Cloudy
7429,Partly Cloudy
7430,Partly Cloudy
7431,Partly Cloudy
7432,Partly Cloudy
7433,Partly Cloudy
7434,Partly Cloudy
7435,Partly Cloudy
7436,Clear
7437,Clear
7438,Clear
7439,Clear
7440,Clear
7441,Mostly Cloudy
7442,Clear
7443,Clear
7444,Partly Cloudy
7445,Foggy
7446,Foggy
7447,Foggy
7448,Clear
7449,Partly Cloudy
7450,Partly Cloudy
7451,Partly Cloudy
7452,Partly Cloudy
7453,Partly Cloudy
7454,Partly Cloudy
7455,Partly Cloudy
7456,Partly Cloudy
7457,Partly Cloudy
7458,Partly Cloudy
7459,Partly Cloudy
7460,Clear
7461,Partly Cloudy
7462,Mostly Cloudy
7463,Mostly Cloudy
7464,Mostly Cloudy
7465,Clear
7466,Mostly Cloudy
7467,Overcast
7468,Mostly Cloudy
7469,Mostly Cloudy
7470,Partly Cloudy
7471,Mostly Cloudy
7472,Partly Cloudy
7473,Partly Cloudy
7474,Partly Cloudy
7475,Partly Cloudy
7476,Partly Cloudy
7477,Partly Cloudy
7478,Partly Cloudy
7479,Partly Cloudy
7480,Partly Cloudy
7481,Clear
7482,Clear
7483,Clear
7484,Clear
7485,Clear
7486,Clear
7487,Clear
7488,Clear
7489,Clear
7490,Partly Cloudy
7491,Clear
7492,Partly Cloudy
7493,Partly Cloudy
7494,Partly Cloudy
7495,Partly Cloudy
7496,Partly Cloudy
7497,Partly Cloudy
7498,Clear
7499,Clear
7500,Clear
7501,Clear
7502,Clear
7503,Clear
7504,Clear
7505,Clear
7506,Partly Cloudy
7507,Clear
7508,Clear
7509,Clear
7510,Clear
7511,Clear
7512,Clear
7513,Clear
7514,Clear
7515,Clear
7516,Clear
7517,Clear
7518,Clear
7519,Clear
7520,Clear
7521,Clear
7522,Clear
7523,Clear
7524,Clear
7525,Partly Cloudy
7526,Clear
7527,Clear
7528,Clear
7529,Clear
7530,Clear
7531,Clear
7532,Clear
7533,Clear
7534,Clear
7535,Clear
7536,Clear
7537,Clear
7538,Clear
7539,Clear
7540,Clear
7541,Clear
7542,Clear
7543,Partly Cloudy
7544,Partly Cloudy
7545,Partly Cloudy
7546,Partly Cloudy
7547,Partly Cloudy
7548,Partly Cloudy
7549,Partly Cloudy
7550,Partly Cloudy
7551,Partly Cloudy
7552,Partly Cloudy
7553,Partly Cloudy
7554,Partly Cloudy
7555,Partly Cloudy
7556,Partly Cloudy
7557,Partly Cloudy
7558,Partly Cloudy
7559,Partly Cloudy
7560,Partly Cloudy
7561,Mostly Cloudy
7562,Clear
7563,Partly Cloudy
7564,Mostly Cloudy
7565,Partly Cloudy
7566,Partly Cloudy
7567,Partly Cloudy
7568,Mostly Cloudy
7569,Mostly Cloudy
7570,Mostly Cloudy
7571,Partly Cloudy
7572,Partly Cloudy
7573,Overcast
7574,Overcast
7575,Overcast
7576,Overcast
7577,Partly Cloudy
7578,Overcast
7579,Mostly Cloudy
7580,Mostly Cloudy
7581,Mostly Cloudy
7582,Mostly Cloudy
7583,Partly Cloudy
7584,Partly Cloudy
7585,Mostly Cloudy
7586,Clear
7587,Clear
7588,Clear
7589,Clear
7590,Partly Cloudy
7591,Partly Cloudy
7592,Mostly Cloudy
7593,Mostly Cloudy
7594,Mostly Cloudy
7595,Mostly Cloudy
7596,Partly Cloudy
7597,Mostly Cloudy
7598,Mostly Cloudy
7599,Mostly Cloudy
7600,Mostly Cloudy
7601,Mostly Cloudy
7602,Mostly Cloudy
7603,Mostly Cloudy
7604,Mostly Cloudy
7605,Mostly Cloudy
7606,Mostly Cloudy
7607,Mostly Cloudy
7608,Mostly Cloudy
7609,Mostly Cloudy
7610,Mostly Cloudy
7611,Overcast
7612,Overcast
7613,Mostly Cloudy
7614,Mostly Cloudy
7615,Mostly Cloudy
7616,Mostly Cloudy
7617,Mostly Cloudy
7618,Mostly Cloudy
7619,Partly Cloudy
7620,Mostly Cloudy
7621,Mostly Cloudy
7622,Mostly Cloudy
7623,Mostly Cloudy
7624,Mostly Cloudy
7625,Mostly Cloudy
7626,Mostly Cloudy
7627,Partly Cloudy
7628,Mostly Cloudy
7629,Mostly Cloudy
7630,Mostly Cloudy
7631,Overcast
7632,Overcast
7633,Partly Cloudy
7634,Mostly Cloudy
7635,Overcast
7636,Overcast
7637,Overcast
7638,Overcast
7639,Mostly Cloudy
7640,Clear
7641,Mostly Cloudy
7642,Clear
7643,Mostly Cloudy
7644,Mostly Cloudy
7645,Partly Cloudy
7646,Mostly Cloudy
7647,Partly Cloudy
7648,Mostly Cloudy
7649,Mostly Cloudy
7650,Mostly Cloudy
7651,Partly Cloudy
7652,Partly Cloudy
7653,Partly Cloudy
7654,Mostly Cloudy
7655,Mostly Cloudy
7656,Mostly Cloudy
7657,Mostly Cloudy
7658,Partly Cloudy
7659,Foggy
7660,Partly Cloudy
7661,Clear
7662,Mostly Cloudy
7663,Mostly Cloudy
7664,Mostly Cloudy
7665,Mostly Cloudy
7666,Mostly Cloudy
7667,Partly Cloudy
7668,Mostly Cloudy
7669,Mostly Cloudy
7670,Mostly Cloudy
7671,Mostly Cloudy
7672,Mostly Cloudy
7673,Mostly Cloudy
7674,Mostly Cloudy
7675,Mostly Cloudy
7676,Mostly Cloudy
7677,Mostly Cloudy
7678,Overcast
7679,Overcast
7680,Mostly Cloudy
7681,Mostly Cloudy
7682,Partly Cloudy
7683,Partly Cloudy
7684,Partly Cloudy
7685,Partly Cloudy
7686,Clear
7687,Mostly Cloudy
7688,Mostly Cloudy
7689,Partly Cloudy
7690,Mostly Cloudy
7691,Mostly Cloudy
7692,Mostly Cloudy
7693,Overcast
7694,Mostly Cloudy
7695,Mostly Cloudy
7696,Mostly Cloudy
7697,Mostly Cloudy
7698,Overcast
7699,Mostly Cloudy
7700,Mostly Cloudy
7701,Mostly Cloudy
7702,Partly Cloudy
7703,Partly Cloudy
7704,Partly Cloudy
7705,Mostly Cloudy
7706,Mostly Cloudy
7707,Overcast
7708,Overcast
7709,Overcast
7710,Mostly Cloudy
7711,Mostly Cloudy
7712,Mostly Cloudy
7713,Mostly Cloudy
7714,Mostly Cloudy
7715,Partly Cloudy
7716,Partly Cloudy
7717,Partly Cloudy
7718,Partly Cloudy
7719,Mostly Cloudy
7720,Partly Cloudy
7721,Partly Cloudy
7722,Partly Cloudy
7723,Clear
7724,Clear
7725,Clear
7726,Clear
7727,Clear
7728,Clear
7729,Partly Cloudy
7730,Mostly Cloudy
7731,Mostly Cloudy
7732,Partly Cloudy
7733,Partly Cloudy
7734,Partly Cloudy
7735,Partly Cloudy
7736,Mostly Cloudy
7737,Mostly Cloudy
7738,Mostly Cloudy
7739,Mostly Cloudy
7740,Mostly Cloudy
7741,Mostly Cloudy
7742,Mostly Cloudy
7743,Mostly Cloudy
7744,Partly Cloudy
7745,Mostly Cloudy
7746,Clear
7747,Mostly Cloudy
7748,Mostly Cloudy
7749,Mostly Cloudy
7750,Clear
7751,Partly Cloudy
7752,Partly Cloudy
7753,Clear
7754,Partly Cloudy
7755,Clear
7756,Clear
7757,Clear
7758,Partly Cloudy
7759,Partly Cloudy
7760,Clear
7761,Clear
7762,Clear
7763,Clear
7764,Partly Cloudy
7765,Partly Cloudy
7766,Clear
7767,Clear
7768,Clear
7769,Clear
7770,Clear
7771,Clear
7772,Clear
7773,Clear
7774,Clear
7775,Clear
7776,Clear
7777,Mostly Cloudy
7778,Clear
7779,Clear
7780,Clear
7781,Clear
7782,Foggy
7783,Mostly Cloudy
7784,Mostly Cloudy
7785,Partly Cloudy
7786,Partly Cloudy
7787,Partly Cloudy
7788,Mostly Cloudy
7789,Mostly Cloudy
7790,Mostly Cloudy
7791,Mostly Cloudy
7792,Partly Cloudy
7793,Partly Cloudy
7794,Partly Cloudy
7795,Partly Cloudy
7796,Partly Cloudy
7797,Clear
7798,Partly Cloudy
7799,Foggy
7800,Foggy
7801,Partly Cloudy
7802,Foggy
7803,Foggy
7804,Mostly Cloudy
7805,Overcast
7806,Overcast
7807,Mostly Cloudy
7808,Mostly Cloudy
7809,Mostly Cloudy
7810,Clear
7811,Overcast
7812,Clear
7813,Clear
7814,Mostly Cloudy
7815,Mostly Cloudy
7816,Mostly Cloudy
7817,Mostly Cloudy
7818,Mostly Cloudy
7819,Mostly Cloudy
7820,Breezy and Mostly Cloudy
7821,Mostly Cloudy
7822,Mostly Cloudy
7823,Breezy and Partly Cloudy
7824,Overcast
7825,Mostly Cloudy
7826,Partly Cloudy
7827,Partly Cloudy
7828,Partly Cloudy
7829,Partly Cloudy
7830,Clear
7831,Clear
7832,Mostly Cloudy
7833,Mostly Cloudy
7834,Overcast
7835,Mostly Cloudy
7836,Mostly Cloudy
7837,Partly Cloudy
7838,Breezy and Partly Cloudy
7839,Partly Cloudy
7840,Breezy and Partly Cloudy
7841,Mostly Cloudy
7842,Mostly Cloudy
7843,Partly Cloudy
7844,Partly Cloudy
7845,Partly Cloudy
7846,Partly Cloudy
7847,Clear
7848,Breezy and Partly Cloudy
7849,Clear
7850,Breezy and Partly Cloudy
7851,Breezy and Partly Cloudy
7852,Breezy and Mostly Cloudy
7853,Mostly Cloudy
7854,Mostly Cloudy
7855,Mostly Cloudy
7856,Breezy and Mostly Cloudy
7857,Partly Cloudy
7858,Partly Cloudy
7859,Partly Cloudy
7860,Partly Cloudy
7861,Partly Cloudy
7862,Partly Cloudy
7863,Partly Cloudy
7864,Partly Cloudy
7865,Partly Cloudy
7866,Partly Cloudy
7867,Clear
7868,Clear
7869,Clear
7870,Clear
7871,Clear
7872,Clear
7873,Mostly Cloudy
7874,Clear
7875,Clear
7876,Clear
7877,Clear
7878,Clear
7879,Partly Cloudy
7880,Clear
7881,Clear
7882,Clear
7883,Partly Cloudy
7884,Partly Cloudy
7885,Partly Cloudy
7886,Partly Cloudy
7887,Mostly Cloudy
7888,Mostly Cloudy
7889,Mostly Cloudy
7890,Mostly Cloudy
7891,Partly Cloudy
7892,Mostly Cloudy
7893,Mostly Cloudy
7894,Mostly Cloudy
7895,Mostly Cloudy
7896,Partly Cloudy
7897,Partly Cloudy
7898,Mostly Cloudy
7899,Partly Cloudy
7900,Partly Cloudy
7901,Partly Cloudy
7902,Partly Cloudy
7903,Partly Cloudy
7904,Mostly Cloudy
7905,Mostly Cloudy
7906,Partly Cloudy
7907,Mostly Cloudy
7908,Partly Cloudy
7909,Partly Cloudy
7910,Mostly Cloudy
7911,Mostly Cloudy
7912,Partly Cloudy
7913,Partly Cloudy
7914,Breezy and Mostly Cloudy
7915,Overcast
7916,Mostly Cloudy
7917,Mostly Cloudy
7918,Mostly Cloudy
7919,Overcast
7920,Overcast
7921,Overcast
7922,Overcast
7923,Foggy
7924,Overcast
7925,Overcast
7926,Overcast
7927,Overcast
7928,Overcast
7929,Overcast
7930,Overcast
7931,Mostly Cloudy
7932,Mostly Cloudy
7933,Mostly Cloudy
7934,Mostly Cloudy
7935,Overcast
7936,Overcast
7937,Overcast
7938,Mostly Cloudy
7939,Mostly Cloudy
7940,Mostly Cloudy
7941,Mostly Cloudy
7942,Mostly Cloudy
7943,Mostly Cloudy
7944,Mostly Cloudy
7945,Mostly Cloudy
7946,Clear
7947,Mostly Cloudy
7948,Mostly Cloudy
7949,Mostly Cloudy
7950,Partly Cloudy
7951,Partly Cloudy
7952,Partly Cloudy
7953,Partly Cloudy
7954,Partly Cloudy
7955,Partly Cloudy
7956,Partly Cloudy
7957,Partly Cloudy
7958,Partly Cloudy
7959,Partly Cloudy
7960,Partly Cloudy
7961,Partly Cloudy
7962,Clear
7963,Partly Cloudy
7964,Clear
7965,Clear
7966,Clear
7967,Clear
7968,Clear
7969,Clear
7970,Partly Cloudy
7971,Foggy
7972,Foggy
7973,Clear
7974,Foggy
7975,Clear
7976,Clear
7977,Clear
7978,Clear
7979,Clear
7980,Clear
7981,Partly Cloudy
7982,Partly Cloudy
7983,Partly Cloudy
7984,Partly Cloudy
7985,Partly Cloudy
7986,Partly Cloudy
7987,Partly Cloudy
7988,Partly Cloudy
7989,Partly Cloudy
7990,Partly Cloudy
7991,Partly Cloudy
7992,Partly Cloudy
7993,Partly Cloudy
7994,Partly Cloudy
7995,Partly Cloudy
7996,Mostly Cloudy
7997,Mostly Cloudy
7998,Mostly Cloudy
7999,Clear
8000,Clear
8001,Mostly Cloudy
8002,Mostly Cloudy
8003,Mostly Cloudy
8004,Mostly Cloudy
8005,Partly Cloudy
8006,Mostly Cloudy
8007,Mostly Cloudy
8008,Mostly Cloudy
8009,Mostly Cloudy
8010,Mostly Cloudy
8011,Partly Cloudy
8012,Partly Cloudy
8013,Partly Cloudy
8014,Partly Cloudy
8015,Partly Cloudy
8016,Partly Cloudy
8017,Partly Cloudy
8018,Clear
8019,Clear
8020,Clear
8021,Partly Cloudy
8022,Clear
8023,Clear
8024,Clear
8025,Partly Cloudy
8026,Partly Cloudy
8027,Clear
8028,Clear
8029,Clear
8030,Clear
8031,Clear
8032,Clear
8033,Clear
8034,Clear
8035,Partly Cloudy
8036,Partly Cloudy
8037,Partly Cloudy
8038,Clear
8039,Clear
8040,Clear
8041,Clear
8042,Clear
8043,Clear
8044,Clear
8045,Clear
8046,Clear
8047,Clear
8048,Clear
8049,Clear
8050,Clear
8051,Clear
8052,Clear
8053,Partly Cloudy
8054,Partly Cloudy
8055,Partly Cloudy
8056,Partly Cloudy
8057,Partly Cloudy
8058,Partly Cloudy
8059,Clear
8060,Clear
8061,Clear
8062,Partly Cloudy
8063,Clear
8064,Clear
8065,Clear
8066,Clear
8067,Clear
8068,Partly Cloudy
8069,Partly Cloudy
8070,Partly Cloudy
8071,Partly Cloudy
8072,Partly Cloudy
8073,Clear
8074,Clear
8075,Partly Cloudy
8076,Partly Cloudy
8077,Mostly Cloudy
8078,Mostly Cloudy
8079,Clear
8080,Mostly Cloudy
8081,Mostly Cloudy
8082,Mostly Cloudy
8083,Partly Cloudy
8084,Partly Cloudy
8085,Partly Cloudy
8086,Partly Cloudy
8087,Partly Cloudy
8088,Partly Cloudy
8089,Clear
8090,Clear
8091,Clear
8092,Clear
8093,Clear
8094,Clear
8095,Clear
8096,Clear
8097,Clear
8098,Partly Cloudy
8099,Partly Cloudy
8100,Partly Cloudy
8101,Clear
8102,Partly Cloudy
8103,Partly Cloudy
8104,Clear
8105,Partly Cloudy
8106,Partly Cloudy
8107,Partly Cloudy
8108,Partly Cloudy
8109,Clear
8110,Clear
8111,Clear
8112,Clear
8113,Clear
8114,Clear
8115,Clear
8116,Clear
8117,Clear
8118,Clear
8119,Clear
8120,Clear
8121,Clear
8122,Clear
8123,Clear
8124,Partly Cloudy
8125,Partly Cloudy
8126,Partly Cloudy
8127,Partly Cloudy
8128,Partly Cloudy
8129,Partly Cloudy
8130,Partly Cloudy
8131,Partly Cloudy
8132,Partly Cloudy
8133,Clear
8134,Clear
8135,Clear
8136,Clear
8137,Clear
8138,Clear
8139,Partly Cloudy
8140,Partly Cloudy
8141,Clear
8142,Foggy
8143,Clear
8144,Clear
8145,Clear
8146,Clear
8147,Partly Cloudy
8148,Partly Cloudy
8149,Partly Cloudy
8150,Partly Cloudy
8151,Partly Cloudy
8152,Partly Cloudy
8153,Partly Cloudy
8154,Partly Cloudy
8155,Partly Cloudy
8156,Partly Cloudy
8157,Clear
8158,Clear
8159,Clear
8160,Clear
8161,Clear
8162,Partly Cloudy
8163,Clear
8164,Clear
8165,Clear
8166,Clear
8167,Partly Cloudy
8168,Partly Cloudy
8169,Clear
8170,Clear
8171,Partly Cloudy
8172,Partly Cloudy
8173,Mostly Cloudy
8174,Mostly Cloudy
8175,Mostly Cloudy
8176,Mostly Cloudy
8177,Mostly Cloudy
8178,Mostly Cloudy
8179,Mostly Cloudy
8180,Mostly Cloudy
8181,Clear
8182,Partly Cloudy
8183,Partly Cloudy
8184,Partly Cloudy
8185,Partly Cloudy
8186,Mostly Cloudy
8187,Partly Cloudy
8188,Partly Cloudy
8189,Clear
8190,Partly Cloudy
8191,Partly Cloudy
8192,Partly Cloudy
8193,Clear
8194,Clear
8195,Partly Cloudy
8196,Clear
8197,Clear
8198,Partly Cloudy
8199,Partly Cloudy
8200,Partly Cloudy
8201,Partly Cloudy
8202,Partly Cloudy
8203,Partly Cloudy
8204,Partly Cloudy
8205,Partly Cloudy
8206,Partly Cloudy
8207,Partly Cloudy
8208,Clear
8209,Mostly Cloudy
8210,Mostly Cloudy
8211,Mostly Cloudy
8212,Mostly Cloudy
8213,Mostly Cloudy
8214,Clear
8215,Mostly Cloudy
8216,Mostly Cloudy
8217,Mostly Cloudy
8218,Mostly Cloudy
8219,Mostly Cloudy
8220,Mostly Cloudy
8221,Clear
8222,Mostly Cloudy
8223,Clear
8224,Clear
8225,Mostly Cloudy
8226,Clear
8227,Mostly Cloudy
8228,Mostly Cloudy
8229,Mostly Cloudy
8230,Mostly Cloudy
8231,Mostly Cloudy
8232,Mostly Cloudy
8233,Mostly Cloudy
8234,Mostly Cloudy
8235,Clear
8236,Clear
8237,Mostly Cloudy
8238,Clear
8239,Mostly Cloudy
8240,Mostly Cloudy
8241,Overcast
8242,Mostly Cloudy
8243,Mostly Cloudy
8244,Mostly Cloudy
8245,Mostly Cloudy
8246,Mostly Cloudy
8247,Mostly Cloudy
8248,Clear
8249,Mostly Cloudy
8250,Clear
8251,Clear
8252,Mostly Cloudy
8253,Mostly Cloudy
8254,Mostly Cloudy
8255,Overcast
8256,Mostly Cloudy
8257,Mostly Cloudy
8258,Partly Cloudy
8259,Overcast
8260,Overcast
8261,Mostly Cloudy
8262,Clear
8263,Clear
8264,Partly Cloudy
8265,Clear
8266,Mostly Cloudy
8267,Mostly Cloudy
8268,Breezy
8269,Overcast
8270,Mostly Cloudy
8271,Mostly Cloudy
8272,Mostly Cloudy
8273,Overcast
8274,Overcast
8275,Overcast
8276,Overcast
8277,Overcast
8278,Mostly Cloudy
8279,Mostly Cloudy
8280,Clear
8281,Clear
8282,Mostly Cloudy
8283,Clear
8284,Clear
8285,Mostly Cloudy
8286,Mostly Cloudy
8287,Mostly Cloudy
8288,Mostly Cloudy
8289,Mostly Cloudy
8290,Mostly Cloudy
8291,Mostly Cloudy
8292,Mostly Cloudy
8293,Mostly Cloudy
8294,Mostly Cloudy
8295,Partly Cloudy
8296,Partly Cloudy
8297,Mostly Cloudy
8298,Mostly Cloudy
8299,Overcast
8300,Overcast
8301,Clear
8302,Overcast
8303,Overcast
8304,Overcast
8305,Overcast
8306,Overcast
8307,Overcast
8308,Overcast
8309,Overcast
8310,Overcast
8311,Mostly Cloudy
8312,Overcast
8313,Overcast
8314,Overcast
8315,Mostly Cloudy
8316,Mostly Cloudy
8317,Mostly Cloudy
8318,Mostly Cloudy
8319,Partly Cloudy
8320,Mostly Cloudy
8321,Mostly Cloudy
8322,Mostly Cloudy
8323,Overcast
8324,Overcast
8325,Overcast
8326,Overcast
8327,Overcast
8328,Partly Cloudy
8329,Clear
8330,Clear
8331,Clear
8332,Clear
8333,Partly Cloudy
8334,Clear
8335,Partly Cloudy
8336,Partly Cloudy
8337,Partly Cloudy
8338,Partly Cloudy
8339,Partly Cloudy
8340,Partly Cloudy
8341,Partly Cloudy
8342,Partly Cloudy
8343,Partly Cloudy
8344,Partly Cloudy
8345,Partly Cloudy
8346,Mostly Cloudy
8347,Clear
8348,Partly Cloudy
8349,Clear
8350,Clear
8351,Clear
8352,Overcast
8353,Overcast
8354,Clear
8355,Foggy
8356,Foggy
8357,Overcast
8358,Foggy
8359,Foggy
8360,Foggy
8361,Foggy
8362,Mostly Cloudy
8363,Overcast
8364,Mostly Cloudy
8365,Partly Cloudy
8366,Partly Cloudy
8367,Partly Cloudy
8368,Partly Cloudy
8369,Mostly Cloudy
8370,Partly Cloudy
8371,Clear
8372,Mostly Cloudy
8373,Partly Cloudy
8374,Partly Cloudy
8375,Clear
8376,Clear
8377,Clear
8378,Partly Cloudy
8379,Clear
8380,Clear
8381,Clear
8382,Clear
8383,Clear
8384,Clear
8385,Clear
8386,Partly Cloudy
8387,Partly Cloudy
8388,Partly Cloudy
8389,Partly Cloudy
8390,Partly Cloudy
8391,Partly Cloudy
8392,Partly Cloudy
8393,Mostly Cloudy
8394,Mostly Cloudy
8395,Mostly Cloudy
8396,Mostly Cloudy
8397,Mostly Cloudy
8398,Mostly Cloudy
8399,Partly Cloudy
8400,Partly Cloudy
8401,Partly Cloudy
8402,Clear
8403,Partly Cloudy
8404,Partly Cloudy
8405,Partly Cloudy
8406,Mostly Cloudy
